timestamp,index,name,utilization_gpu_pct,memory_used_mb,memory_total_mb,power_draw_w,temperature_c
2026/09/08 06:26:42.635, 0, Tesla V100-SXM2-32GB, 3, 509, 32768, 55.42, 33
2026/09/08 06:26:44.687, 0, Tesla V100-SXM2-32GB, 6, 509, 32768, 55.42, 33
2026/09/08 06:26:46.761, 0, Tesla V100-SXM2-32GB, 6, 509, 32768, 55.42, 33
2026/09/08 06:26:48.838, 0, Tesla V100-SXM2-32GB, 6, 509, 32768, 55.42, 33
2026/09/08 06:26:50.912, 0, Tesla V100-SXM2-32GB, 6, 509, 32768, 55.42, 33
2026/09/08 06:26:53.008, 0, Tesla V100-SXM2-32GB, 7, 509, 32768, 55.42, 33
2026/09/08 06:26:55.084, 0, Tesla V100-SXM2-32GB, 6, 509, 32768, 54.93, 33
2026/09/08 06:26:57.156, 0, Tesla V100-SXM2-32GB, 6, 509, 32768, 54.93, 33
2026/09/08 06:26:59.238, 0, Tesla V100-SXM2-32GB, 6, 509, 32768, 55.42, 33
2026/09/08 06:27:01.295, 0, Tesla V100-SXM2-32GB, 6, 509, 32768, 55.42, 33
2026/09/08 06:27:03.369, 0, Tesla V100-SXM2-32GB, 6, 509, 32768, 55.42, 33
2026/09/08 06:27:05.422, 0, Tesla V100-SXM2-32GB, 6, 509, 32768, 54.93, 33
2026/09/08 06:27:07.516, 0, Tesla V100-SXM2-32GB, 6, 509, 32768, 55.42, 33
2026/09/08 06:27:09.615, 0, Tesla V100-SXM2-32GB, 6, 509, 32768, 54.93, 33
2026/09/08 06:27:11.684, 0, Tesla V100-SXM2-32GB, 6, 509, 32768, 54.93, 33
2026/09/08 06:27:13.753, 0, Tesla V100-SXM2-32GB, 6, 509, 32768, 55.42, 33
2026/09/08 06:27:15.849, 0, Tesla V100-SXM2-32GB, 6, 509, 32768, 54.93, 33
2026/09/08 06:27:17.928, 0, Tesla V100-SXM2-32GB, 6, 509, 32768, 55.42, 33
2026/09/08 06:27:19.983, 0, Tesla V100-SXM2-32GB, 5, 509, 32768, 55.42, 33
2026/09/08 06:27:22.057, 0, Tesla V100-SXM2-32GB, 6, 509, 32768, 54.93, 33
2026/09/08 06:27:24.109, 0, Tesla V100-SXM2-32GB, 6, 509, 32768, 55.42, 33
2026/09/08 06:27:26.157, 0, Tesla V100-SXM2-32GB, 6, 509, 32768, 54.93, 33
2026/09/08 06:27:28.247, 0, Tesla V100-SXM2-32GB, 5, 887, 32768, 55.42, 33
2026/09/08 06:27:30.335, 0, Tesla V100-SXM2-32GB, 6, 879, 32768, 55.42, 33
2026/09/08 06:27:32.386, 0, Tesla V100-SXM2-32GB, 6, 879, 32768, 54.93, 33
2026/09/08 06:27:34.455, 0, Tesla V100-SXM2-32GB, 6, 2525, 32768, 65.75, 34
2026/09/08 06:27:36.524, 0, Tesla V100-SXM2-32GB, 34, 2525, 32768, 147.87, 35
2026/09/08 06:27:38.592, 0, Tesla V100-SXM2-32GB, 6, 2525, 32768, 65.75, 34
2026/09/08 06:27:40.679, 0, Tesla V100-SXM2-32GB, 54, 2525, 32768, 107.55, 36
2026/09/08 06:27:42.768, 0, Tesla V100-SXM2-32GB, 6, 2525, 32768, 66.24, 34
2026/09/08 06:27:44.822, 0, Tesla V100-SXM2-32GB, 70, 2525, 32768, 66.24, 35
2026/09/08 06:27:46.892, 0, Tesla V100-SXM2-32GB, 6, 2525, 32768, 66.24, 34
2026/09/08 06:27:48.959, 0, Tesla V100-SXM2-32GB, 6, 2525, 32768, 65.75, 34
2026/09/08 06:27:51.028, 0, Tesla V100-SXM2-32GB, 6, 2525, 32768, 65.75, 34
2026/09/08 06:27:53.101, 0, Tesla V100-SXM2-32GB, 6, 2525, 32768, 66.24, 35
